Date,ID,Tweet,Location
3/6/2019 18:53,1.10337E+18,b'Greater access to healthcare at a lower cost \n#Telemedicine #Symptomtosolution #DallasMoms #DocInABox #BehindTheBox\xe2\x80\xa6 https://t.co/s7oQMCJiPK',"Austin, TX"
3/6/2019 18:45,1.10337E+18,"b'After a slow start, the #flu season in #SanDiego is now looking like one of the worst in terms of total cases in th\xe2\x80\xa6 https://t.co/rICUnskbcy'","San Diego, Ca."
3/6/2019 18:39,1.10336E+18,"b""The #DefenseDept's fear that forcing active duty #military to get #FLU vaccinations every year results in more\xe2\x80\xa6 https://t.co/YAyJHIMnrw""",Saint Louis
3/6/2019 17:47,1.10335E+18,b'Did your doctor tell you the #FluShot INCREASES respiratory issues 4.4 times?\n\n#STUDY:  Increased Risk of Noninflue\xe2\x80\xa6 https://t.co/jweYEu8Q9P',"NoVA, USA"
3/6/2019 17:45,1.10335E+18,b'ICYMI: FDA CLIA-waives BinaxNOW #influenza rapid test \nhttps://t.co/bao9JJ4S9T @AbbottNews #Flu #FluTest',"Thorofare, NJ"
3/6/2019 16:55,1.10334E+18,"b'Our next #globalhealth security seminar is on Fri, March 15 and will feat. Ellie Graeden discussing data visualizat\xe2\x80\xa6 https://t.co/vFHJNz53uj'",Washington DC
3/6/2019 16:45,1.10334E+18,b'@jean_dipple @jo_peasland @BCHCRKIRBY Could someone please share this with me? Really keen to learn from other peop\xe2\x80\xa6 https://t.co/18KFE5DByI',Dorset
3/6/2019 16:30,1.10333E+18,b'#WisdomWednesday this week focuses on updated clinical practice guidelines for seasonal #influenza by @IDSAInfo.  D\xe2\x80\xa6 https://t.co/QUV0GeExFd',"Salt Lake City, UT"
3/6/2019 15:44,1.10332E+18,b'US military suspects it is seeing reduced #Flu #Vaccine effectiveness because it is a highly vaccinated group and r\xe2\x80\xa6 https://t.co/gUh9QPsa0X',Saint Louis
3/6/2019 15:39,1.10332E+18,"b'Don\xe2\x80\x99t be fooled by that new #oseltamivir study, says @Runde_MC. #Tamiflu is still pretty worthless for H1N1.\xe2\x80\xa6 https://t.co/ELZvhZlZ01'","New York, NY"
3/6/2019 15:02,1.10331E+18,b'This article should be referenced regarding the #influenza research debate and in every #biosafety meeting. \nhttps://t.co/1fzQMOhI4e',Maryland
3/6/2019 15:00,1.10331E+18,b'How is this year\xe2\x80\x99s #influenza season going? \nhttps://t.co/GQXpGgA22q',"Columbus, OH"
3/6/2019 14:56,1.10331E+18,"b'#VRBPAC meeting says  changes in #H3N2 viruses ""EXTRAORDINARY""\nDiscussion calls for changing #Quadravalent formulat\xe2\x80\xa6 https://t.co/maWbaSwE0F'",Saint Louis
3/6/2019 14:08,1.1033E+18,b'The human antibody response to #influenza A virus infection and vaccination by \xe2\x81\xa6@florian_krammer\xe2\x81\xa9  https://t.co/S6WqqFg8QF',USA
3/6/2019 14:01,1.10329E+18,"b""#FDA's #Flu #Vaccine committee is discussing if early #influenza #Vaccination is responsible for 0% effectiveness w\xe2\x80\xa6 https://t.co/T49mL5fLdb""",Saint Louis
3/6/2019 13:31,1.10329E+18,"b""FDA's #Influenza #Vaccine composition meeting for the US 2019-2020 #FLUshot\nis live and can be watched at this link\xe2\x80\xa6 https://t.co/q63Ouk3Yjx""",Saint Louis
3/6/2019 11:47,1.10326E+18,b'New #influenza preprint: Early Detection of Influenza outbreaks in the United States https://t.co/Qp39zWvLlw',United States
3/6/2019 6:02,1.10317E+18,"b'#Breaking: @US_FDA accepted our application for our single-dose, oral medicine for the treatment of #influenza in p\xe2\x80\xa6 https://t.co/LSNLvgkza9'",USA
3/6/2019 3:10,1.10313E+18,b'Sigh... it\xe2\x80\x99s exhausting being ill \xf0\x9f\x98\xb7 \xf0\x9f\xa4\x92 \xf0\x9f\xa4\xa7 I am ready for some warm weather and sunshine to heal my body!! #noMakeup\xe2\x80\xa6 https://t.co/iwmdKQRUW4',"Ohio, USA"
3/6/2019 2:03,1.10311E+18,b'The boys get a W against mountain pointe 9-5. Trevor Long with his first homer of the season. @enzo_apodaca went 2-\xe2\x80\xa6 https://t.co/YZJftwjvNa',"Scottsdale, AZ"
3/6/2019 1:55,1.10311E+18,"b'#Medicine and the #media with Amesh Adalja, MD @AmeshAA #vaccines #antibiotics #Lyme #influenza https://t.co/f0d5vgObom'","Tampa, FL"
3/5/2019 23:38,1.10308E+18,b'.@NIH we are committed to transparency and safe and secure conduct of research which involved dangerous pathogens;\xe2\x80\xa6 https://t.co/ZuQBCYwpQm',"Bethesda, MD"
3/5/2019 22:06,1.10305E+18,"b'Currently, #influenza activity remains elevated in the United States, with 49 states reporting widespread activity.\xe2\x80\xa6 https://t.co/ouCDznprxK'","Cambridge, MA"
3/5/2019 21:45,1.10305E+18,b'#Influenza immunization is safe for #pregnant and #breastfeeding women. Protect yourself and your baby.\xe2\x80\xa6 https://t.co/5GwmDBBK1T',Northern Alberta
3/5/2019 20:30,1.10303E+18,b'#Flu is widespread across the United States. These simple actions can help prevent the spread of #influenza germs a\xe2\x80\xa6 https://t.co/ucoC32SZ1d',"Olathe, KS"
3/5/2019 19:50,1.10302E+18,"b""#GeorgiaState researcher Dr. Baozhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million feder\xe2\x80\xa6 https://t.co/wvSLmu19RJ""",Atlanta GA
3/5/2019 19:40,1.10302E+18,b'Seasonal #influenza activity still remains elevated in the United States  \nDetails:   https://t.co/NCeAjZUm1E',"Chicago, IL"
3/5/2019 18:17,1.103E+18,b'ICYMI A #LearningHealthSystem project finds @kpwashington  members who could benefit most from #fluvaccines. Paula\xe2\x80\xa6 https://t.co/jKoFTAjKZ8',"Seattle, WA"
3/5/2019 18:00,1.10299E+18,"b'The #CDC Flu map for week 8 - ending February 23 - shows only Hawaii and Washington, D.C. without widespread influe\xe2\x80\xa6 https://t.co/SUrSb8PzFE'",Minnesota
3/5/2019 18:00,1.10299E+18,b'The latest @CDCgov report shows widespread #Influenza activity continues. Be sure to protect yourself and those aro\xe2\x80\xa6 https://t.co/sMpecwzzy9',"Bowling Green, OH"
3/5/2019 17:00,1.10298E+18,"b'Watch now as Dr. Jeremy Brown of @NIH discusses the history of the #flu virus, the Great Flu of 1918, and our prepa\xe2\x80\xa6 https://t.co/f5zbiCzqsF'","Washington, D.C."
3/5/2019 16:55,1.10298E+18,"b""Attend the #FDA's 2018-2019 #Flu #vaccine selection #WEBEX Wednesday at\nhttps://t.co/Y0IMLMLypl\n\nIf you want to und\xe2\x80\xa6 https://t.co/olU0PtwNYl""",Saint Louis
3/5/2019 16:54,1.10298E+18,"b""That's that for @GOPHELP #vaccines hearing for today. \nMost interesting was @BillCassidy's push-back against\xe2\x80\xa6 https://t.co/35NX3vq10C""",Washington
3/5/2019 16:45,1.10297E+18,b'Top 10 threats to global health in 2019 https://t.co/CEgkRL5r4D via @bsindia from @WHO #pandemic #influenza\xe2\x80\xa6 https://t.co/qZSnzRiYOZ',"Phoenix, Arizona"
3/5/2019 16:40,1.10297E+18,"b'.@pedschief urges doctors to listen, understand, respect concerns, &amp; individualize education to respond to vaccine-\xe2\x80\xa6 https://t.co/ntt8rgFoAa'",Washington
3/5/2019 16:38,1.10297E+18,"b'.@SenatorHassan: Only about half women receive #flu vaccine during pregnancy. Why? \n.@SaadOmer3: There\'s a huge ""fe\xe2\x80\xa6 https://t.co/yMfoBUBtvK'",Washington
3/5/2019 16:35,1.10297E+18,b'#Vaccination does not guarantee immunity. Many do not respond to their vaccines and immunity wanes within 2-15 year\xe2\x80\xa6 https://t.co/o1Gbk8DWvn',"South Carolina, USA"
3/5/2019 16:30,1.10297E+18,"b""Now @BillCassidy. Discusses the importance of the #influenza vaccine even if it's not 100% perfect, and notes that\xe2\x80\xa6 https://t.co/fniQQi6T46""","Kent, Ohio"
3/5/2019 16:27,1.10297E+18,"b'Our collaborator @SaadOmer3 ""hitting the nail on the head"" with a discussion of the humongous evidence base on vacc\xe2\x80\xa6 https://t.co/brDARBetRQ'","Washington, DC"
3/5/2019 16:25,1.10297E+18,b'.@SaadOmer3: We need a stable supply of vaccines.\n\n#vaccines #pharma #biotech #measles #flu #influenza',Washington
3/5/2019 16:25,1.10297E+18,b'.@WaHealthSec John Wiesman: We need to keep investing in vaccine research &amp; new technologies. Eggs-based for #flu t\xe2\x80\xa6 https://t.co/Sjrpnwdc5O',Washington
3/5/2019 16:22,1.10297E+18,b'.@SaadOmer3 notes elderly among the most vulnerable when it comes to #flu.\n\n#influenza #vaccines #measles #pharma',Washington
3/5/2019 16:21,1.10297E+18,"b'.@SenPatRoberts relates story of healthy seniors who died b/c they failed to get the #flu vaccine.\nSays ""I don\'t ge\xe2\x80\xa6 https://t.co/37oPpP58yL'",Washington
3/5/2019 16:19,1.10297E+18,"b'@SenPatRoberts asks about seniors and #vaccination, especially regarding #influenza.'","Kent, Ohio"
3/5/2019 16:19,1.10297E+18,b'.@SenPatRoberts: We have plenty of octogenarians in the Senate \xe2\x80\xa6 \n\n#vaccines #measles #flu #influenza',Washington
3/5/2019 16:15,1.10297E+18,b'#TeamScience Tuesday highlights a key 3i lead collaborator: Dr. Andrew Pavia (@AndrewPaviaMD). Among his many colla\xe2\x80\xa6 https://t.co/39CwSGMxba',"Salt Lake City, UT"
3/5/2019 15:01,1.10295E+18,"b'Influenza viruses are constantly changing, so rapid diagnosis is essential!\n\nKnow more about the product by checkin\xe2\x80\xa6 https://t.co/A2Jz3L9O89'","Irvington, NJ"
3/5/2019 14:50,1.10294E+18,b'BBC piece about employees coming to work when sick (&amp; endangering others in the workplace) cites AJPH study that fo\xe2\x80\xa6 https://t.co/I5GKuDfOvj',Washington D.C.
3/5/2019 13:20,1.10292E+18,"b""Don't miss our noon book talk! Dr. Jeremy Brown of @NIH will discuss the history of the #flu virus, the Great Flu o\xe2\x80\xa6 https://t.co/X9gJkxF1Zu""","Washington, D.C."
3/5/2019 13:00,1.10292E+18,b'Chemoprophylaxis for #influenza? It is indicated in certain cases. The December issue of #EMpractice covers this tr\xe2\x80\xa6 https://t.co/afm43A2IaW',"Norcross, GA"
3/5/2019 11:30,1.10289E+18,b'New #influenza preprint: Early Detection of Influenza outbreaks in the United States https://t.co/Qp39zWvLlw',United States
3/5/2019 11:30,1.10289E+18,b'New #influenza preprint: Dynamics and Internal Control of Body Temperature in Response to Infectious Agents and oth\xe2\x80\xa6 https://t.co/WUZrLtC6Rp',United States
3/5/2019 3:29,1.10277E+18,"b'@gallus_pallas No, how protected you are from any #H3N2 virus depends on the #Antigenic distance from the infection\xe2\x80\xa6 https://t.co/N1dAaAbR3i'",Saint Louis
3/5/2019 1:06,1.10274E+18,b'We all got #flushots but preschool germs will get you every time..Mia has the flu and we are prophylacting. I serio\xe2\x80\xa6 https://t.co/Gv9Rw0iwxD',"South Carolina, USA"
3/5/2019 0:00,1.10272E+18,"b'Influenza (Flu)\n\nMost people who get the flu recover completely in 1 to 2 weeks, but some people develop serious an\xe2\x80\xa6 https://t.co/77uFkICQLI'","Illinois, USA"
3/4/2019 22:56,1.1027E+18,b'I\xe2\x80\x99m going outside like this. Dgaf. I\xe2\x80\x99m sickly \xf0\x9f\x96\x95\xf0\x9f\x8f\xbc\xe2\x9c\x8c\xf0\x9f\x8f\xbc. #influenza https://t.co/fGuZIHLIHb',United States
3/4/2019 22:56,1.1027E+18,b'Are you avoiding getting the #FluShot because you\xe2\x80\x99ve heard the vaccine can be dangerous and cause side effects? Her\xe2\x80\xa6 https://t.co/rK5C42lWdI',"South Carolina, USA"
3/4/2019 22:54,1.1027E+18,b'The #CDC says the milder strain of #influenza that had been nailing people from just after Thanksgiving through ear\xe2\x80\xa6 https://t.co/dUiYCFcmnR',"Little Rock, AR"
3/4/2019 22:18,1.10269E+18,"b'Subscribe to our new @YouTube channel, which includes our full set of #influenza webinars from prominent researcher\xe2\x80\xa6 https://t.co/xo8f3gXv6b'","New York, NY"
3/4/2019 22:10,1.10269E+18,b'SAVE THE DATE: ID Epi Seminar Series 2019: Adam Lauring from @UMich will be presenting Mar 7th! We look forward to\xe2\x80\xa6 https://t.co/H7dAIvsPRu',"Boston, MA"
3/4/2019 22:00,1.10269E+18,"b""Researcher Bao-Zhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million federal grant to devel\xe2\x80\xa6 https://t.co/ZTIh8u5515""","Atlanta, Georgia USA"
3/4/2019 20:45,1.10267E+18,"b""Don't miss tomorrow's noon book talk! Dr. Jeremy Brown of @NIH will discuss the history of the #flu virus, the Grea\xe2\x80\xa6 https://t.co/Z3pJsFqJPL""","Washington, D.C."
3/4/2019 19:27,1.10265E+18,"b""The sun must have felt good on my kiddos face.  Feeling well enough to be at the doctor's office, he fell asleep si\xe2\x80\xa6 https://t.co/atoBOdCmYS""","Ohio, USA"
3/4/2019 19:15,1.10265E+18,b'Desperately fighting! 2 of three down in the house. I\xe2\x80\x99m refusing to go! \xf0\x9f\x98\xb7\xf0\x9f\x92\xaa\xf0\x9f\xa4\x9c\xf0\x9f\x91\x8a\xf0\x9f\xa4\x9b#fighttheflu #cayennepepper\xe2\x80\xa6 https://t.co/mtfpQUTJfW',Silicon Valley
3/4/2019 17:45,1.10263E+18,"b'Leading global experts will share cutting-edge research on #vaccine hesitancy &amp; new vaccines to prevent #Zika,\xe2\x80\xa6 https://t.co/AKJF307BxK'","Bethesda, MD"
3/4/2019 17:18,1.10262E+18,b'Report @NFIDVaccines show only 46% of college students get #vaccines for #influenza. Incentives such as free food &amp;\xe2\x80\xa6 https://t.co/T6KBzRCL2a',"Washington, DC"
3/4/2019 17:09,1.10262E+18,b'MDBox was built to give you greater access to quality healthcare at a lower cost. #Telemedicine #DallasMoms\xe2\x80\xa6 https://t.co/gOBRL3RswG',"Austin, TX"
3/4/2019 17:01,1.10261E+18,b'Could it be #flu?  #influenza https://t.co/hn8JqgU5E3 https://t.co/IxwkpUS8hx',US
3/4/2019 16:54,1.10261E+18,"b""#GeorgiaState researcher Dr. Baozhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million feder\xe2\x80\xa6 https://t.co/HfKxEG2Frx""","Atlanta, GA"
3/4/2019 16:45,1.10261E+18,b'Post call weekend #mondaythoughts 59 yo smoker got #influenza A Tuesday and admitted with secondary #MRSA pneumonia\xe2\x80\xa6 https://t.co/Eispg6T7VQ',St. Louis
3/4/2019 16:01,1.1026E+18,b'Partnerships @ASTHO @CDCgov help reach disadvantaged populations through #influenza initiatives and must continue t\xe2\x80\xa6 https://t.co/APnW09FiSL',"Burlington, VT"
3/4/2019 16:01,1.1026E+18,"b""This week's #Meet3iMonday spotlight is Dr. Andrew Pavia (@AndrewPaviaMD). Dr. Pavia is the Division Chief of Infect\xe2\x80\xa6 https://t.co/bYf541TNSv""","Salt Lake City, UT"
3/4/2019 14:47,1.10258E+18,"b'While this has been a milder #influenza season compared to last year, the number of patients hospitalized due to in\xe2\x80\xa6 https://t.co/Eh82lWLo20'",Minnesota
3/4/2019 14:32,1.10258E+18,b'Last year @CDCgov  reported &gt;80K deaths related to #Flu.  March article @AMJPublicHealth w/ author\xe2\x80\x99s @UNCG_PHE\xe2\x80\xa6 https://t.co/192TfCYVFS',"Washington, DC"
3/4/2019 14:23,1.10258E+18,b'Taking A Jab At Influenza\nDoctors recommend flu shots for anyone who wants to lower their risk of seasonal influenz\xe2\x80\xa6 https://t.co/cFze2zod9g',"Sherman, TX"
3/4/2019 14:09,1.10257E+18,b'CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/YCagcCjcki #flu #influenza #cdc https://t.co/IY3YQ8vdi4',"Nashville, TN"
3/4/2019 13:10,1.10256E+18,b'CDC provides constant updates on flu outbreaks nationwide\n#flu #influenza https://t.co/HEa6BtxFYa',"Boston, MA, USA"
3/4/2019 11:22,1.10253E+18,b'New #influenza preprint: RanBP2/Nup358 enhances RNAi activity by sumoylating and stabilizing Argonaute 1 https://t.co/ggdRVYojbd',United States
3/4/2019 11:22,1.10253E+18,b'New #influenza preprint: Influenza A matrix protein M1 is sufficient to induce lipid membrane deformation https://t.co/0JoL1Sa0ML',United States
3/4/2019 5:48,1.10245E+18,b'My momma was really sick &amp; had to go to the hospital. #influenza and #pneumonia are no joke! She\xe2\x80\x99s finally home &amp; I\xe2\x80\xa6 https://t.co/CqHpA8o4aQ',"Denver, CO"
3/4/2019 5:05,1.10243E+18,b'@PeterHotez @facebook @amazon Respectfully @RobertKennedyJr you are on wrong side of this. Human life is at stake.\xe2\x80\xa6 https://t.co/J5gPNaXDFt',"Santa Rosa, CA"
3/3/2019 20:22,1.1023E+18,b'#STUDY: Prevention of #Influenza Episodes with #Colostrum Compared with #Vaccination in Healthy &amp; High-Risk Cardiov\xe2\x80\xa6 https://t.co/GnywkLVNDD',"NoVA, USA"
3/3/2019 19:15,1.10229E+18,b'16. The different treatments for #influenza are summarized in the December issue of #EMpractice. #EBMedicine Source\xe2\x80\xa6 https://t.co/1nwj0g1JTW',"Norcross, GA"
3/3/2019 16:55,1.10225E+18,"b""Today marks the first Sunday in over three years in which I've had to miss church due to illness. It is not a good\xe2\x80\xa6 https://t.co/MFw58j4OW5""",Edmonton
3/3/2019 16:27,1.10224E+18,"b'Now buy Woooooo! Menthol and Peppermint Steam Pucks online, at: \xf0\x9f\xa4\x92https://t.co/CD6q79RGz6\xf0\x9f\xa4\x92\n\n#sinusrelief\xe2\x80\xa6 https://t.co/CzHiBELWTJ'","Peru, IL"
3/3/2019 16:24,1.10224E+18,"b'Now buy Woooooo! Menthol and Peppermint Steam Pucks online, at: \xf0\x9f\xa4\x92https://t.co/3qlzBAo52T \xf0\x9f\xa4\x92\n\n#sinusrelief\xe2\x80\xa6 https://t.co/Wma7mFpsBz'","Illinois, USA"
3/3/2019 15:15,1.10223E+18,b'Senior Life: Did you know #influenza complications can include heart attack and stroke? https://t.co/cDzn7f21K6\xe2\x80\xa6 https://t.co/kFZwsCCm5W',"Bethesda, MD"
3/3/2019 12:00,1.10218E+18,b'Flu Season is Here - Protect Yourself! EMS Influenza Protection Kits \xe2\x80\xa2 Global-Tec Enterprises Inc\xe2\x80\xa6 https://t.co/WL9PRExzw6',"Spartanburg, SC"
3/3/2019 1:45,1.10202E+18,"b'St Johns Wort can fight #depression, #influenza n HIV n #Garlic is known 4its anti-fungal n #antibacterial properti\xe2\x80\xa6 https://t.co/iuLmsNjLbh'",US
3/3/2019 1:40,1.10202E+18,b'The flu NEVER LOOKED SO GOOD #loveisintheair so is #influenza \xf0\x9f\xa4\x92\xf0\x9f\x92\x95 https://t.co/e4rlOp9f1B',"Baton Rouge, LA"
3/2/2019 23:13,1.10198E+18,b'A new #Influenza #pandemic ?  Here are the @WHO top 10 global health threats for 2019  https://t.co/D6fg24BOoF',"Pennsylvania, USA"
3/2/2019 22:34,1.10197E+18,b'#Lung ectopic #GerminalCenter #Flu | TypeI IFN after #Influenza A #virus infection induce Cxcl13 lung #fibroblasts\xe2\x80\xa6 https://t.co/cNQ2lUvNuL',"La Jolla, CA. USA"
3/2/2019 18:34,1.10191E+18,"b'Flu question: once you\xe2\x80\x99ve had a particular strain, say H3N2, are you then immune to it thereafter? #flu #H3N2 #sick #influenza'",In the coop
3/2/2019 18:03,1.10191E+18,b'One of many examples of important work &amp; roles of @OSUVetCollege veterinarians &amp; researchers to advance animal &amp; hu\xe2\x80\xa6 https://t.co/qq4XcqqQ0N',"Columbus, OH"
3/2/2019 16:43,1.10189E+18,b'Dealing with multiple small #influenza outbreaks in hospital/LTCF when widespread flu in community. \n\nDespite empha\xe2\x80\xa6 https://t.co/O9oNmkPDxz',"Baltimore, MD"
3/2/2019 16:16,1.10188E+18,b'Wild virus protects from subsequent #infection with #flu.  Natural or #vaccine-induced #antibody as a predictor of\xe2\x80\xa6 https://t.co/sl8REXZzay',"California, USA"
3/2/2019 16:10,1.10188E+18,b'Dr. Yoshihiro Kawaoka\xe2\x80\x99s work on #H5N1 is very important for US #biosecurity. It\xe2\x80\x98s not outside the realm of possibil\xe2\x80\xa6 https://t.co/LKmnMeGl62',"Washington, DC"
3/2/2019 15:55,1.10187E+18,b'The flu is still here. The ICU cases we are seeing are bad. ECMO bad. Diffuse alveolar hemorrhage bad. Death bad.\xe2\x80\xa6 https://t.co/6kKpYKdczO',"Gainesville, FL"
3/2/2019 12:49,1.10183E+18,"b'Studies of Deadly Flu Virus, Once Banned, Are Set to Resume, by @nytDeniseGrady  https://t.co/B9bVs9HSlr via\xe2\x80\xa6 https://t.co/WFI1fC4bb1'",Montréal
3/2/2019 11:55,1.10181E+18,"b""Slow start, but it's not over yet: 5 things to know about this year's #fluseason - https://t.co/SivYsMLtxE\xe2\x80\xa6 https://t.co/ecWr66Vt6g""","Clarks Summit, PA"
3/2/2019 5:11,1.10171E+18,b'Awesome!!! @jimmyfallon just got his #Influenza vaccine from @DrOz live on the air. Good job Jimmy. Better late tha\xe2\x80\xa6 https://t.co/3kKrQ8xpMl',"South Carolina, USA"
3/2/2019 1:18,1.10165E+18,b'#Influenza in Europe: Influenza A: 16794 (+1316) sentinel/129790 (+13810) non-sentinel cases; Influenza B: 156 (+9)\xe2\x80\xa6 https://t.co/wIc6aqGcil',USA
3/2/2019 1:17,1.10165E+18,b'#Influenza in the USA: 110047 (+11155) Influenza A/4039 (+312) Influenza B cases reported by @CDCgov for the 2018/2\xe2\x80\xa6 https://t.co/ZFjk8YR0Jc',USA
3/1/2019 22:18,1.10161E+18,b'US #flu activity stays high as 15 new deaths in kids reported https://t.co/NcCSEtNuaK #influenza https://t.co/rMOyUx0lwU',"Minneapolis, MN"
3/1/2019 21:59,1.1016E+18,"b'Conventional #DendriticCells differentiate from pre-DC into a single subtype once in #tissues, ie #lung. Upon #flu\xe2\x80\xa6 https://t.co/PypzwTk98x'","Boston, MA"
3/1/2019 21:45,1.1016E+18,"b""#GeorgiaState researcher Dr. Baozhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million feder\xe2\x80\xa6 https://t.co/yj4XLzfbAP""","Atlanta, GA"
3/1/2019 21:06,1.10159E+18,b'#FluFactFriday: Recent studies show flu shots cut hospital risk during pregnancy. \nLearn more about Abt\xe2\x80\x99s\xe2\x80\xa6 https://t.co/WJ0cXuQE00',"Cambridge, Massachusetts"
3/1/2019 20:23,1.10158E+18,"b'Preliminary data from CDC\xe2\x80\x99s influenza surveillance reports estimate over 20.4 million flu illnesses, 16,400 flu dea\xe2\x80\xa6 https://t.co/tI83ofqhAj'","Arlington, VA"
3/1/2019 20:21,1.10158E+18,b'Tropism and Infectivity of a Seasonal A(H1N1) and a Highly Pathogenic Avian A(H5N1) #Influenza Virus in Primary Dif\xe2\x80\xa6 https://t.co/m8Dz4xsSMX',USA
3/1/2019 20:00,1.10157E+18,b'CDC Warns Cases of More Severe Strain of Influenza On the Rise -- A Weekly Influenza Surveillance Report Prepared b\xe2\x80\xa6 https://t.co/8CHz5Ssdga',"Sparks, MD"
3/1/2019 19:04,1.10156E+18,b'.@CDCgov is expecting #flu activity to remain high for a number of weeks. Secondary #infections from bacteria/fungi\xe2\x80\xa6 https://t.co/G24RfYDm4i',"California, USA"
3/1/2019 18:43,1.10155E+18,"b'CDC Flu News for March 1, 2019\nhttps://t.co/ZgiWzUSGxr\n\n56  #influenza-associated  #pediatric deaths have been conf\xe2\x80\xa6 https://t.co/yQEZ8h3F73'","Houston, TX"
3/1/2019 18:30,1.10155E+18,b'Stay vigilant and keep up your prevention habits like washing your hands often. #fluseason #influenza  https://t.co/ZhUhdFOK57',"Omaha, NE"
3/1/2019 18:05,1.10154E+18,b'Targeting #fluvaccine: The Learning Health System program at @KPWaResearch looked at data from @kpwashington member\xe2\x80\xa6 https://t.co/aIMdL5ev47',"Seattle, WA"
3/1/2019 17:18,1.10153E+18,"b'South Dakota Influenza summary for the week ending February 23, 2019 (week 8) is posted at: https://t.co/qai4YUteE0\xe2\x80\xa6 https://t.co/UGhUiRLxBJ'","Pierre, SD"
3/1/2019 16:00,1.10151E+18,b'.@techreview listed universal #influenza vaccine development as one of the top 10 big global challenges that can be\xe2\x80\xa6 https://t.co/AKyTMMh4AV',"Washington, DC"
3/1/2019 15:53,1.10151E+18,b'Influenza activity still widespread in the European Region; among hospitalized influenza virus-infected patients ad\xe2\x80\xa6 https://t.co/NkqPVOcXNJ',Netherlands
3/1/2019 15:23,1.1015E+18,"b'Here\'s the piece they link to.\nThe takeaway? \n\n""As the temperature and humidity keep dropping, your best bet for wa\xe2\x80\xa6 https://t.co/9KZhSBH9JO'","Boston, MA"
3/1/2019 15:23,1.1015E+18,b'Intriguing article on #influenza virus/other pathogens + neurodegeneration from @AshleyJYeager (touches on encephal\xe2\x80\xa6 https://t.co/6crdv2bHCx',"Decatur, GA"
3/1/2019 15:00,1.1015E+18,"b'Results of a ""very definitive study"" reported to the CDC showed that #influenza #vaccination during pregnancy does\xe2\x80\xa6 https://t.co/lP8yZakouG'","New York, NY"
3/1/2019 14:06,1.10148E+18,"b'#FluFactFriday: As a possible second wave of #influenza is reported, remember the consequences of the #flu are more\xe2\x80\xa6 https://t.co/BLOR04RIa3'","West Bloomfield Township, MI"
3/1/2019 13:37,1.10148E+18,"b'Egg-based #influenza vaccines have been used for 70 years, while cell-based versions were first approved in 2016. R\xe2\x80\xa6 https://t.co/ECdmss6zpG'",United States
